irz,r_wo_FGmarg,r_w_FGmarg,r_SOonly_wo_FGmarg,r_SOonly_w_FGmarg
1.0,0.00015789696923994642,0.0024607142572419683,0.001039750814205942,0.0020292950913988416
2.0,0.0009903976492229758,-0.0031553535596691024,0.0014959252426701441,-0.0034549070227643686
3.0,0.0013980987989642667,0.0017259853803227839,0.0022067955051207964,0.0015974115212540644
4.0,-0.0002387219332769528,-0.006116061610964257,0.000477507670968196,-0.006694834249253118
5.0,4.3818888980326594e-5,-0.006339484195791229,0.0014221189207316617,-0.00626611082387326
6.0,0.0013416797614373363,-0.0002686430605436824,0.0028615451685460734,0.00025719210232702587
7.0,-0.0005807802728226466,-0.0008827457485966553,0.00058041980249068,-0.0008598038549689667
8.0,-0.002161804802025265,-0.009346442202235473,-0.0013682398734400113,-0.009181185555209366
9.0,0.0018436051398195783,-0.0007568125985577555,0.0023645661686464673,-0.0008458268628897775
10.0,-8.486526978706502e-5,0.0014852529159963932,0.0007577634469595831,0.000758040108278364
11.0,-0.00022820453743523157,-0.008296604959930093,0.0007971228667133084,-0.00835459646174766
12.0,0.0011547580025356484,0.003202191082147037,0.0018474035076587632,0.0025010500057185063
13.0,0.0003261522344643458,0.0007366279008418291,0.0012919658706571566,0.00017037847128882955
14.0,0.0003760260421554973,-0.0015369570364755873,0.001258394017068953,-0.0013949023791537262
15.0,0.0007515421375225267,-0.0069803234957459236,0.0014296713389925402,-0.007096665377084461
16.0,-0.0011654109172264168,0.0007347239386014322,-0.0006302246070199237,0.0004908605471653903
17.0,-0.0016475445728418299,-0.0031156699489666086,-0.0010386652159442354,-0.0037215656693256275
18.0,0.0008142348745637519,-0.0024320671687873344,0.002064994485957243,-0.0021442288975777658
19.0,0.0004818287927500827,-0.0031595086356570943,0.0011163043878421118,-0.0030304936026514925
20.0,0.0017337103569742716,0.00037182497519511594,0.0024815272257588637,0.00036835278259105805
21.0,-0.0023085598859539833,-0.0035454215953893277,-0.0013865778947770699,-0.0030898073649010542
22.0,0.0022821142476183473,0.0033328508017856483,0.003855148376555535,0.00456216781813346
23.0,-0.00026258590900174103,-0.0018528010354789046,0.0007306607595730231,-0.0017469667737594378
24.0,0.00112800396573159,0.0031590393952454486,0.001708305858462715,0.002403013575892426
25.0,0.0014487214918018608,-8.837403467261532e-5,0.0020290452665277145,-0.0007639565511170597
26.0,-0.00042438734133751866,-0.004445130735316845,0.0005625367185387901,-0.004840880334065552
27.0,0.004361717309022055,0.0033159610689806416,0.0054179973551793815,0.0035669045938758006
28.0,0.002571827274755521,-0.004583599677869011,0.0033343775555686084,-0.00445622768024184
29.0,0.00019125820188327028,-0.00012025439082125046,0.0012251496424019804,-0.00012816605224402218
30.0,-0.0011949542280637563,-0.0016069094057335573,-0.0003305969502653908,-0.0022431134903400747
31.0,0.0005517993441652291,0.0005793140535980018,0.0010925319905006664,0.00011830268685415377
32.0,0.0006486832018418009,-0.0029311617331943774,0.0018565478535115813,-0.002479399246956053
33.0,0.00018092477864962715,-0.0028676355691476486,0.001006428765753252,-0.0027831670087202377
34.0,0.0011031080199444248,-0.001152065779021543,0.0019255170730344668,-0.0015944411289698372
35.0,0.0019474241146866776,-0.002018314224759819,0.0028555870442397795,-0.0017867988390953388
36.0,0.001522198223370036,-0.0017141068200031066,0.002495669094789154,-0.0013919576123181457
37.0,0.004227297151531491,0.003894624290751326,0.004959360676756075,0.003990344559215116
38.0,-0.0013695316200090335,-0.0009600912799145998,-0.00033626599948390946,-0.0014189937683861055
39.0,0.0013677803337081365,-0.0008432762272230748,0.002237354846198216,-0.00033118409820841736
40.0,-0.0009165068644173469,-0.007264686226165084,-0.00029400862166880444,-0.00798419778439973
41.0,0.0009535011557899591,-0.0015901525148619793,0.0024962955091625745,-0.0010146824912383263
42.0,7.529580952866549e-5,-0.0012318304273843113,0.0010692610588782369,-0.0008403415511708928
43.0,0.00118291179153445,-0.0014345369067299354,0.0023559521165080893,-0.0016324501197823775
44.0,0.0013859115406959458,0.0027904498620807752,0.0021623772845884527,0.002643186066090914
45.0,-0.0011358216639742503,-0.00424362217477495,-0.00031018768868396746,-0.004003203779809228
46.0,0.0008322566101285671,-0.0011582367160410958,0.002556282861021149,0.000530586959166425
47.0,0.0022409154518476518,-0.0012470046351126726,0.0035471356649304513,-0.0010631284432218225
48.0,0.0028168645245931828,0.0006538584952830536,0.003908997553263672,0.001412675134567512
49.0,0.00198808384215692,0.0008303546631153489,0.002960295196677354,0.0008193516904624372
50.0,0.0019281663050215066,0.002227903461952065,0.0037267106999122226,0.0019130923970126102
51.0,0.0007133029724083325,-0.0044424547611911286,0.0013730280298436682,-0.004364583162143741
52.0,0.002419564285939497,0.0038637598456604514,0.0032045657405022085,0.003387964229315284
53.0,0.0007950038605594389,-0.005527316772572608,0.0017647299738473173,-0.0052996454029011165
54.0,-0.0012741664057725934,0.0016562991293701914,-0.00018555668375871235,0.0016697893635500075
55.0,-0.0003618444294243693,-0.0056596044681181245,0.0006056220534648363,-0.005634202074065063
56.0,-0.0008866743554853193,0.002334388826893589,4.430902986319322e-5,0.0025229161464921882
57.0,0.0021831121272344583,-0.0013304760803567173,0.003072442454900962,-0.0013138289943288755
58.0,0.0018558890000115746,-0.000118441039855837,0.002878015930125173,-0.0003214520810703013
59.0,0.0026961595149248233,0.0007757592187226958,0.0037320777064367883,0.000530702569856823
60.0,0.00456659769618022,0.0025191203530056296,0.005867482523877633,0.0026172109826304107
61.0,0.0007889689821169825,-0.0019561754410431084,0.0014994153079871148,-0.002271478105306786
62.0,-4.091507506151908e-5,0.00024170152896275512,0.0007063745427743016,3.104473287399018e-5
63.0,0.0029246657626316947,0.0008180127221710411,0.00340329723579726,0.0006945314514343362
64.0,0.003802008930245017,0.003102537147766164,0.005355468193081639,0.0034929774561958246
65.0,0.00012607491543463055,-0.0013462047868485563,0.001068857693319052,-0.0017784265534146666
