irz,r_wo_FGmarg,r_w_FGmarg
1.0,0.00101234593983496,0.002018621741144181
2.0,0.0007325690642284407,0.0020326044108122205
3.0,0.000668259551450076,-0.0011853183950289261
4.0,0.0052630821224183486,0.006955777415707575
5.0,-0.0005627276835263541,-0.003721110539653714
6.0,0.0026984673601823943,0.0021364153752519103
7.0,0.0014271176206944597,-0.00041997269255763235
8.0,0.002446486955438129,-0.0019424930722851776
9.0,0.0006718460096641329,-0.004569853078477468
10.0,0.0045298688395308175,0.0014686097363204001
11.0,-0.0014546754998498235,-0.009035195190650151
12.0,0.003007495397831928,0.0013924948945003115
13.0,0.0010966089891688777,-0.003623469830823124
14.0,0.0062977044792988535,0.002270763090090286
15.0,0.0033061170657224933,-0.003017204604021476
16.0,0.0010147645069871858,-0.0011320504416763297
17.0,0.0007212809089830412,-0.000991888420198541
18.0,0.0028071007704394365,0.00035261045322092016
19.0,0.002740338387609343,-0.001968050846025289
20.0,0.0022930645629267977,-0.0032457515294664462
21.0,0.001323554214974526,-0.0069917050780943235
22.0,0.0015251410808324907,-0.0031440744262060043
23.0,0.002094252060050279,0.005762118735604739
24.0,0.0007054825065771044,-0.0001763347070264631
25.0,3.465230127543292e-5,0.0007915068735476952
26.0,0.0021614251649889017,-0.002530155047432646
27.0,0.002506404472033218,0.00017194318987651797
28.0,0.0030073545914730206,-0.0012523494695007294
29.0,0.0021440906313105086,-0.0028102075256482804
30.0,0.0011627005216912865,0.001984221370956174
31.0,0.003969135041700086,0.003719760218885746
32.0,-0.0013080642467439433,-0.00394967040054757
33.0,0.0009267878222535748,-0.0015137592987985464
34.0,0.0005692075298049706,-0.002115735286905343
35.0,0.002323754558121348,-0.003047737596423125
36.0,-3.543237368728185e-5,-0.0013432125273409058
37.0,0.0020165470398978403,0.001082220994334378
38.0,0.0048866763787670745,0.000512049427622686
39.0,0.0013782684953081244,-0.0029301858382494344
40.0,0.0036819882503266927,0.0005681916146140497
41.0,0.00135088270821228,0.0004302143215073091
42.0,0.0009380579948530911,-0.004072257973528425
43.0,0.00494144484325753,0.004381951188988995
44.0,0.0018512001893028626,0.0008235606438600311
45.0,0.0020459066324522964,-0.0006008036572077523
46.0,0.0030080807429130013,0.0007420271926207274
47.0,0.0019257681397958327,-0.00024001808265458266
48.0,0.004041034738124867,0.00030004705528721356
49.0,-0.00022742189116741626,-0.005647173840624785
50.0,0.0040373408933516925,-0.0009754136981515394
51.0,0.0027935268884015925,-0.0014695171780828424
52.0,0.0041092998926563025,0.0028062421387890744
53.0,0.0008405066583492964,-0.002392253570969681
54.0,0.001009554041730304,0.0016274438430637574
55.0,0.0009451268547850446,-0.0031886990954933885
56.0,0.0026859615848215633,0.0035480052940409118
57.0,-0.0011099943168213769,-0.003304216114465705
58.0,0.0014480101100695574,-8.970010076691433e-5
59.0,0.002031037118030081,-0.0034716198536121016
60.0,0.004314941440032718,-0.0008727900689626234
61.0,0.0023847131010459642,-0.0012079553823661315
62.0,0.0024848489279707593,0.0021553069864973834
63.0,0.0032554189381645594,0.0032131344004098753
64.0,0.0033933721479323816,-0.0005151674668784719
65.0,0.0008944050757658432,0.000519366401877772
66.0,-0.00021454072302898493,-0.0016730451320000285
67.0,0.0016654407664904612,0.0011369209916173354
68.0,-0.00027495902839412193,-0.002809586062480489
69.0,-0.001226417286549156,-0.0026409252186638515
70.0,0.002031241746403046,-0.0025690790509434592
71.0,0.0033987146671074285,0.001982389319850665
72.0,0.0017035393189871525,-0.004043804438231055
73.0,0.001679408264131427,-0.004869517731378197
74.0,0.0017039250525423687,0.00034271181522838886
75.0,-0.0007801831049682696,-0.004655861916148116
76.0,0.00046643767791971797,-0.0011205721129570086
77.0,-0.00016573107641200524,-0.0035955875306626153
78.0,0.0005864915903253426,-0.003297608150344589
79.0,0.002421318098872967,0.0003861857237841728
80.0,-3.844672399612417e-6,-0.0006139516266293081
81.0,0.0032942629334597926,-0.0016044186369778986
82.0,0.0003133582075069724,-0.0006115131600208649
83.0,0.004755998049187713,-0.00028308984171932075
84.0,0.0022276368118476528,-0.0018817823895563785
85.0,0.0024636497407985306,0.0011668477307177666
86.0,0.0038948565076747537,-0.0032848050140774684
87.0,0.003544337731875161,-0.0016220784482906684
88.0,0.0008435241242131835,-0.0006553439082823551
89.0,0.0032737457110493975,0.000647117447017373
90.0,0.0005995242963364054,-0.0012405001694771093
91.0,0.005143255125177959,0.003549518649283862
92.0,0.0028232876090363845,0.00042735359524580496
93.0,0.0024598746457193794,-0.0013185353233351941
94.0,0.0016033348296656269,-0.0052053400416298716
95.0,0.002480296674764467,-0.001409641065884465
96.0,0.0014353314150242242,5.9475332379283814e-5
97.0,0.005244465390518839,0.0017385120918084333
98.0,0.004074640595870903,0.0015485598454275
99.0,-0.0006169197568227749,-0.0029359219379357046
100.0,0.0020123027611251222,-0.0001421036884495764
101.0,0.0017585398962132548,0.0030736950354808305
102.0,-0.0005143465885711273,-0.004155366356370394
103.0,-0.001433260312559242,-0.003980463162548013
104.0,0.003943702367055646,0.001543576753540024
105.0,0.0016790039739680632,-0.003471345242272677
106.0,0.0031841260375733136,-0.0016457563191989526
107.0,0.0020300511253500114,-0.000941047498614655
108.0,0.004339245436601288,-0.0009140911490984458
109.0,0.0020317844440950915,0.0021630157763307765
110.0,0.0031227167950679856,0.0012853560668699784
111.0,0.0006474946918180719,-0.006579146231463903
112.0,0.0016332909040009448,-0.0023618467176814567
113.0,-0.0020277976162344415,-0.005536893863094062
114.0,0.0015913040238928896,-0.0004710095174300738
115.0,0.004172155203461041,0.001348299819542698
116.0,0.0016837588421151667,0.0023108654569315296
117.0,0.0038982741706240203,-0.0014474499968544468
118.0,0.003342807499710309,0.0004228069542044011
119.0,0.0021694987582476593,0.005185539441790315
120.0,0.004208197654547428,-0.0009685320623383936
121.0,0.003135785550502378,0.00041387323718964665
122.0,0.00048203552328374507,0.0008738965836325575
123.0,0.0009276415304654082,-0.004764066249062298
124.0,8.786457749333115e-5,-0.001581191112613436
125.0,0.004128146989261143,0.003957185339456774
126.0,0.002096109941941551,0.0023299476558014767
127.0,0.004328334687670858,0.003737391676674839
128.0,0.0016735161726880428,-0.0014469973777191455
129.0,0.00042562578854660676,-0.003979130663393415
130.0,0.0005217322371755571,-0.002796708565598483
131.0,0.0018068146182154664,0.00012065684338102492
132.0,0.00288122510068566,-0.00327698493415473
133.0,0.0007505355120316531,-0.001210673152078142
134.0,0.0015912833965370172,-0.003378848809921874
135.0,0.0023291618462626456,-0.0005771243215971681
136.0,0.00209596092612586,-0.0027560157533157484
137.0,0.002519413345750169,-0.0031027296476853765
138.0,0.002236908834333374,-0.0003930873535488344
139.0,0.0034175974416471946,-0.0019322073898414831
140.0,0.0011517783187612156,4.408869186356467e-5
141.0,0.004859917777216693,-0.0015596996767299198
142.0,0.0011784212799557491,-0.0022446159088161037
143.0,0.0018694816015794528,-3.2660113568744106e-5
144.0,-0.0004474955280602238,-0.005341373918049951
145.0,0.0011708099277429466,-0.0032230927848838358
146.0,0.0017328878078937194,-0.0020982635789674868
147.0,0.002267324649097906,-0.0038087292902540333
148.0,0.0017038427766934748,-0.0033978761938366613
149.0,0.002947347815452697,-0.0005124255232880291
150.0,0.002823966689670424,0.00039333418236054226
151.0,0.0012023019113615715,-0.0010406811142597578
152.0,0.001753475520532756,-0.003992748565646859
153.0,0.0031647477727893875,0.0006857604630121741
154.0,0.0016914630541706418,-0.0016608867816358525
155.0,0.0005873197963688279,-0.002765879379115335
156.0,0.002166882015770492,0.002208483344033817
157.0,0.0018125905601873457,-0.002725138011839186
158.0,0.0013484692377262264,-0.0018302729874363156
159.0,0.0022533974568173395,-0.0017391895739119437
160.0,0.003276572908157179,0.0036649329049372507
161.0,0.0006514515958476274,0.002544195880328007
162.0,0.002517719015235454,-0.0014823310432410751
163.0,0.001034611214679092,-0.003242576041802144
164.0,0.004510913070535583,-0.0011300070271014282
165.0,0.004023894477036724,0.0003964890148500196
166.0,-9.867199252994082e-5,-0.001514077916192661
167.0,0.003883944331879425,0.004735987013981911
168.0,0.0013100342978459335,-0.004784124580386163
169.0,0.0020514554041835306,-0.0024557942131322396
170.0,0.004355541198955033,0.0032118438193890074
171.0,0.001834939337287705,-0.005598924417669886
172.0,0.005748854329040459,0.003979629758325924
173.0,0.0014213337919935926,-0.0028863748531681496
174.0,0.0029480207915341347,-0.00021176604447271274
175.0,0.0050257379723421145,0.0010992986886993856
176.0,0.0004920846953282143,-5.444016487916915e-5
177.0,0.0017310500715869155,-0.0036684571099768787
178.0,0.004239432232483001,0.001523756388543701
179.0,-0.0002617221138280818,-0.007296362254972209
180.0,-0.000918560706590159,-0.00022035366723658265
181.0,0.002437271455794088,-0.004009806897820801
182.0,0.002662893142045034,0.002965932545624023
183.0,0.00014031560563153541,0.0009325829914639535
184.0,0.003391247992458822,0.00023199766398642575
185.0,0.0018812466851297058,-0.00013697889004973503
186.0,0.002701926451243339,-0.0024803839744783544
187.0,0.0026920546702802685,-0.0033495524822906224
188.0,0.0059237150066214,0.0033876644206648453
189.0,0.0011082626528880575,-0.001793162752059649
190.0,0.003115909894020572,-0.0015821309612875482
191.0,0.0021127736038752645,-0.0023248217121453535
192.0,0.003888443632273427,0.002941048805049704
193.0,0.0012242623926646426,-0.0011614206611453412
194.0,0.0012035803089156518,0.00041981678545180293
195.0,0.002628142356128602,0.0011659786655003346
196.0,-0.0013369597494108608,-0.005170299179951582
197.0,0.0015187765979235975,-0.0017661462467392578
198.0,-0.0016010860815605403,-0.001229563782484162
199.0,0.0025832573923189038,-0.0010236026537040433
200.0,0.0017097629865568007,-0.0019305012513379058
201.0,0.0033198975949628494,-0.0005219812611021117
202.0,0.0013832337214183218,-0.001311873696359189
203.0,0.004033162119746292,0.004586992320415465
204.0,0.004464967217372403,0.0019378367501855813
205.0,0.003465430498256416,-0.0018173193410217575
206.0,0.003954896417277594,0.000729335721347384
207.0,0.002916490193767525,-0.0012909384274173677
208.0,0.003944839327339504,0.004926824150318998
209.0,0.0028109518052670743,0.0019085764264312926
210.0,0.0022345913671845074,-0.0025774076963283304
211.0,0.0005427039442391801,-0.0011744564484690773
212.0,0.004951154237930663,0.0018214918938623766
213.0,0.0038331484986877176,0.003861916106561178
214.0,0.0015634516717570948,-0.0018437729770978408
215.0,0.002248048937210763,-0.0017390934730304591
216.0,-8.10184102259524e-5,0.0011476990889384248
217.0,0.0009759964667514714,-0.0027873201356794315
218.0,0.001955068972724972,0.002355773540442325
219.0,0.0024185449415527224,-0.003151375864675157
220.0,0.002543808701575811,-0.001135327326434402
221.0,0.0036396740042224924,0.001167659444351759
222.0,0.0003214186636428096,-0.002899849560287707
223.0,-0.0006988791292329461,-0.004820330933380921
224.0,6.438468955883926e-6,-0.0035998067185361547
225.0,0.00247604350812171,0.0019214942240771116
226.0,0.0029348014450588026,-0.0047101870669910475
227.0,6.327452189263111e-5,-0.0017069101738144416
228.0,0.0032955806396671185,0.0004148032934503034
229.0,0.0012441408019811956,0.0013993963551218573
230.0,-9.384464420432227e-5,-0.00760630833335902
231.0,-0.0004880520063519773,-0.0015013824099504654
232.0,0.004755871189091512,0.0025395313879847327
233.0,0.0026747411965235657,0.0016396671316782972
234.0,0.0026300424668496223,-0.0034161167641557065
235.0,0.0034789238065205687,0.000844087458861216
236.0,0.0011809266579088477,-0.00643694503013191
237.0,0.0015425413898536651,-0.001926264022066238
238.0,0.0008057882451251217,-0.0009528834332493763
239.0,0.0023826316969688052,0.0024554286927459352
240.0,0.002495047768884857,-0.005598509989837508
241.0,0.0030897159015872127,0.001793250262663375
242.0,-0.0005445770040244764,-0.0029474585687392797
243.0,-0.00011438901428489514,-0.001732662186138208
244.0,0.0034234443773641363,0.0009510029862938677
245.0,0.00113430956746518,0.002463337546415935
246.0,0.0008666661036547969,-0.0027362672611350933
247.0,0.0018139169740533404,-0.0002720506330367135
248.0,0.0025475479335809815,-0.002520990215435329
249.0,-1.6543389491509328e-5,-0.002838130717611861
250.0,0.0013852366679892513,-0.0030438924502074523
251.0,0.00239001488978064,-0.0030950609807154673
252.0,-0.00011523747387500847,-0.002539781947896719
