irz,beta_s,beta_d,T_d
86.0,-3.0163552785769197,1.5011490572590218,22.215777992560405
87.0,-3.048461910151538,1.5586509708641056,21.141532741100264
88.0,-3.020624828226734,1.5771872572339856,19.054494489971564
89.0,-2.8830442016001934,1.5866119737122564,17.959383083134966
90.0,-3.059675029055337,1.6048540472901076,18.672271592725938
91.0,-3.0655221484570276,1.6628480053726964,16.490874054558283
92.0,-2.9256641738182267,1.5531049945436788,20.267284587072485
93.0,-2.963283637703686,1.576040045807869,19.997655604381805
94.0,-3.129480488783196,1.5401738713039688,21.35110304938131
95.0,-2.9191004977861703,1.5841459551522459,19.100993959559116
96.0,-2.8436886938757024,1.5522927444264945,21.880158009978594
97.0,-2.977612734948422,1.5504073131892764,22.815526357663305
98.0,-2.984938077271178,1.5620739278479547,19.315060992601182
99.0,-3.0405988797793198,1.5357145157010692,22.97110473546279
100.0,-3.0106415314533734,1.5666957619406179,19.947902737642274
101.0,-3.1371578243316804,1.5769138803395324,19.301426608972392
102.0,-3.0358073249056923,1.5745001137707164,19.813693923259187
103.0,-2.861048767534753,1.5384152791057322,20.55407963394678
104.0,-3.0996175582114383,1.5307627829146258,21.717310403157292
105.0,-3.0000602983240623,1.5643354069329796,21.134864351547563
106.0,-3.1080368640514635,1.6405867114366899,18.01538261741793
107.0,-2.790934754997825,1.5358155366730357,21.617931261166124
108.0,-3.1266591153177137,1.6035015361266265,18.097980716134245
109.0,-3.012618163474722,1.4915022621197078,22.71432804358364
110.0,-2.851558475586727,1.5385479346062403,21.1851165308199
111.0,-2.976668783894269,1.5149995246611447,20.402836068083058
112.0,-3.0211348828825386,1.5287298412552563,23.77446119189362
113.0,-2.9428762582266423,1.5189590641072466,21.06916007426199
114.0,-2.8237089878926556,1.5368452575179838,20.914163084666313
115.0,-2.983804767966611,1.5272558120912472,22.506582234260183
116.0,-3.0067461000592837,1.5524545097111386,21.92451453821576
117.0,-2.9852881027375475,1.5572896443676916,21.134551406649248
118.0,-2.9595824360259924,1.563131496522193,20.663145245171272
119.0,-2.936417299871814,1.5182844625553549,22.78056261196635
120.0,-3.0355961379226497,1.703978590091174,14.448021352645101
121.0,-3.062313822627944,1.5402591030609045,22.229231969799233
122.0,-2.806859151916422,1.5169137501172396,21.86384547270086
123.0,-2.8792809493165867,1.5211012493025384,21.355453594163812
124.0,-3.0432256915750213,1.7181007640973587,14.759768469961983
125.0,-2.8986517304941293,1.600782708957781,18.88418757710396
126.0,-3.06428383754975,1.5896929759020282,17.310691617056825
127.0,-3.150955674253748,1.5952857274344234,19.78031697217819
128.0,-2.7531843302912784,1.5417396931955454,22.980102438026567
129.0,-2.8160104393714396,1.5313055883572764,21.66495863765278
130.0,-3.006982932273747,1.6656436391084857,17.653202719128462
131.0,-2.903400744049925,1.7215499742533498,15.477065979176993
132.0,-3.0913089428922946,1.6111502687707695,17.459220020628266
133.0,-3.1259207123514807,1.540103504517867,21.23573781707175
134.0,-2.8196204998486274,1.5717346619883759,19.39503328129722
135.0,-3.0588310747344787,1.5647696472402166,19.591106864840505
136.0,-2.9648416641510384,1.7330269970029746,14.78412019234346
137.0,-2.907986901959742,1.5673104545368608,19.931702244806747
138.0,-2.980709416886665,1.608042471672786,18.7682143272781
139.0,-3.1404214969688313,1.5588586513916,20.538827627342524
140.0,-3.0435265792561275,1.5293906645766233,22.56391545165974
141.0,-2.8835030009651454,1.5738936797128789,21.02896565553053
142.0,-2.9545303468539204,1.6257898336275862,17.107144717025964
143.0,-3.092710781783393,1.6549335227921178,16.6570306741787
144.0,-2.996993545675152,1.5857290269217927,19.66921248732156
145.0,-3.0437743424522155,1.5218612524115742,21.065462372473906
146.0,-3.0280701443001625,1.5267827274062713,22.00651412911376
147.0,-2.935698780420742,1.5855326396885094,20.489218939182074
