irz,r_wo_FGmarg,r_w_FGmarg,r_SOonly_wo_FGmarg,r_SOonly_w_FGmarg
1.0,-0.002996798360253481,-0.0013674086075244536,-0.0025218672024166265,-0.0027490287724018154
2.0,-0.0019346360436034034,-0.004472744459295245,-0.0012126897233858288,-0.004356514721003058
3.0,-0.0009913914174602416,-0.001055282145691513,-0.0005525974299141602,-0.0003349583048419777
4.0,-0.003669670235645558,-0.01042732065321052,-0.0034919074631404564,-0.010691496156914124
5.0,0.00013991910341005535,-0.007978912502736517,0.0008262547566210367,-0.006255779109290846
6.0,-0.0005520800285055156,-0.0010737494809692097,0.0007146498271142156,0.0018881630894154212
7.0,0.002714894676835811,-0.006271027628109926,0.004620323472076808,-0.0033224152017203384
8.0,-0.0034438027870923346,-0.0009338911014916441,-0.002796685129489186,0.00041362039827583003
9.0,-0.00014070178561665668,0.007565535578828443,0.0004721315912550203,0.0064748731355287956
10.0,0.0009718879540807949,0.0017227928661314857,0.0007706275636925652,0.0018984331436546378
11.0,-0.002892065040925919,0.002472820753023588,-0.0025516594265877126,0.001496806385029016
12.0,-0.0001824309400492702,0.001315718225535293,9.521275442174293e-5,-1.1907670027579516e-5
13.0,-0.000454053833992371,0.0018492518616731331,0.00013847427113490595,0.0024388940412984977
14.0,-0.004733507923240265,0.0023906116174721445,-0.0037615813751939718,0.0018450469479121873
15.0,-0.002840252320578437,-0.002946801169714064,-0.0006712397666224842,-0.0043666122082440684
16.0,-0.0026325535083154923,-0.004834239890879689,-0.001184441832336066,-0.0034048421201757608
17.0,-0.002199287753564996,-0.0025905152738583508,-0.0016457246187472098,-0.0035390108360377473
18.0,0.0009629613000007632,0.0030503408301250363,0.0018916962731472912,0.003994541898464725
19.0,-0.0025282128563353487,0.002818905388622087,-0.0020793737716463794,0.0014468675941245212
20.0,0.0017943130131189795,0.00046701317751868135,0.0025103591079647073,0.0010939517869563433
21.0,-0.000955580358920308,-0.00901631144462421,0.0005282801357085379,-0.007989063645308433
22.0,0.002980952748584428,0.0010186309553831144,0.004000237639552716,0.00132827888804675
23.0,-0.000526530016009907,0.003677107976848573,0.0005254600537299255,0.003617478078897566
24.0,0.004250586691473088,-0.016756357438782836,0.004464741173344754,-0.011504639665157908
25.0,0.001267316407991848,-0.00016780217211626174,0.0020759193377169736,-0.00010555742308291475
26.0,-0.0007949095755680126,-0.010235262534900433,-0.0013639532231765935,-0.00877371432460355
27.0,0.0028462390951674156,0.009330570527400656,0.004682651924701306,0.009554145874521558
28.0,0.0008253258604105577,-0.003695320041406345,0.001991831271183031,-0.0014411773375443038
29.0,0.0010676364687326047,0.003004544911863143,0.0018910592362345255,0.004722540873001653
30.0,-0.0034058217045613856,0.0005970260972193864,-0.0028695652099289524,0.0006749349117235598
31.0,0.0011127422687270058,0.005397609848789958,0.001886001013735591,0.0034907195096411134
32.0,0.001377608510634598,-0.003481630040597307,0.0024596684751598897,-0.0015820382081068133
33.0,-0.0030241128196493183,-0.005380853117405368,-0.002492423050847944,-0.005485576926856198
34.0,-0.0022290431041443125,-0.005542738019979188,-0.0013923732146134532,-0.007107007847995091
35.0,0.0003449727517731668,0.0026323837635510083,0.0013203596122021597,0.0031775976549698113
36.0,-0.0017285823739799611,0.0013007920725209051,-0.00021779563346823982,0.0011864641532426787
